Month,Actual,Holdout_Pred,Forecast
2023-09-01,457.0,,
2023-10-01,487.0,,
2023-11-01,742.0,,
2023-12-01,866.0,,
2024-01-01,890.0,,
2024-02-01,669.0,,
2024-03-01,1080.0,,
2024-04-01,1470.6,,
2024-05-01,899.0,,
2024-06-01,990.0,,
2024-07-01,580.0,,
2024-08-01,787.0,,
2024-09-01,867.0,457.0,
2024-10-01,805.0,487.0,
2024-11-01,90.0,742.0,
2024-12-01,,,866.0
2025-01-01,,,890.0
2025-02-01,,,669.0
2025-03-01,,,1080.0
2025-04-01,,,1470.6
2025-05-01,,,899.0
